order_id,guest_count,occasion
360140689,3,SOCIAL_GATHERING
362742117,1,NOT_1
362226017,5,DINNER
362212119,5,FAMILY_EVENT
360529463,3,UNKNOWN
361885594,5,SOCIAL_GATHERING
363641017,5,LUNCH
361486905,10,DINNER
361449959,11,FAMILY_EVENT
361716038,5,FAMILY_EVENT
363715724,6,FAMILY_EVENT
361350564,4,DINNER
360848483,6,FAMILY_EVENT
362644972,9,FAMILY_EVENT
363792532,4,DINNER
360432556,8,FAMILY_EVENT
363039374,4,SOCIAL_GATHERING
358913399,2,DRINKING
361723762,6,DINNER
363430104,4,AFTER_WORK
361674105,7,FAMILY_EVENT
364383402,4,SOCIAL_GATHERING
363286506,5,DINNER
362375950,5,SOCIAL_GATHERING
363631020,6,DRINKING
359427271,7,FAMILY_EVENT
363829367,19,DINNER
363297959,8,FAMILY_EVENT
363250502,6,FAMILY_EVENT
359473151,4,DINNER
360529763,8,DINNER
360885274,7,DINNER
358957696,9,FAMILY_EVENT
358923776,8,LUNCH
360432564,6,DINNER
363083284,4,SOCIAL_GATHERING
361264965,8,FAMILY_EVENT
359511098,5,SOCIAL_GATHERING
363432961,3,AFTER_WORK
363828331,6,FAMILY_EVENT
363281489,5,FAMILY_EVENT
361772525,9,FAMILY_EVENT
362200742,6,FAMILY_EVENT
363283812,7,FAMILY_EVENT
359116018,9,DINNER
360789665,5,LUNCH
358979267,5,FAMILY_EVENT
360802024,10,LUNCH
362361676,6,DINNER
360902725,7,DINNER
362152018,9,LUNCH
361839121,5,FAMILY_EVENT
363692934,7,FAMILY_EVENT
360846567,6,DINNER
362375971,2,MALES_ONLY
362419276,7,UNKNOWN
362892947,4,LUNCH
359988959,6,FAMILY_EVENT
360782711,7,FAMILY_EVENT
362924343,8,FAMILY_EVENT
360845118,6,FAMILY_EVENT
360088564,7,DINNER
361025425,5,FAMILY_EVENT
362279906,8,DINNER
359463443,6,DINNER
363320577,9,FAMILY_EVENT
363299993,6,FAMILY_EVENT
362635887,10,FAMILY_EVENT
360155347,6,FAMILY_EVENT
363677528,16,DINNER
362747181,1,NOT_1
361707141,9,LUNCH
360140684,1,DRINKING
361017745,8,FAMILY_EVENT
360026645,8,FAMILY_EVENT
360139123,2,DRINKING
363419972,1,NOT_1
359029609,5,DINNER
360135856,4,DINNER
358939948,7,FAMILY_EVENT
358904841,8,FAMILY_EVENT
359963595,7,FAMILY_EVENT
361864452,2,DRINKING
363051604,7,FAMILY_EVENT
361869343,8,DINNER
360360820,8,FAMILY_EVENT
360050969,8,DINNER
361486791,3,SOCIAL_GATHERING
362368613,6,UNKNOWN
359055775,5,SOCIAL_GATHERING
359961605,6,FAMILY_EVENT
363792921,8,DINNER
360778828,9,LUNCH
361267082,10,FAMILY_EVENT
360141943,2,NOT_2
360384383,9,FAMILY_EVENT
361925833,4,SOCIAL_GATHERING
361751641,7,FAMILY_EVENT
358969668,9,FAMILY_EVENT
359451765,8,FAMILY_EVENT
358969629,6,FAMILY_EVENT
361278908,6,LUNCH
362738397,7,FAMILY_EVENT
359441042,7,UNKNOWN
358933025,8,LUNCH
360971612,10,DRINKING
360827594,8,FAMILY_EVENT
362958959,8,FAMILY_EVENT
359970864,9,LUNCH
360335947,9,LUNCH
361453184,3,SOCIAL_GATHERING
361329168,6,DINNER
362739013,5,SOCIAL_GATHERING
359998804,2,NOT_2
363017817,6,DINNER
361499350,6,FAMILY_EVENT
362617612,8,UNKNOWN
361751105,4,DINNER
361370676,5,FAMILY_EVENT
362159425,8,FAMILY_EVENT
361452352,7,DRINKING
362212137,8,FAMILY_EVENT
361813334,7,FAMILY_EVENT
363244696,4,SOCIAL_GATHERING
360020928,6,DINNER
363746187,7,DINNER
361027118,5,DINNER
361880711,11,FAMILY_EVENT
358970181,2,MALES_ONLY
361490569,4,UNKNOWN
362636034,6,FAMILY_EVENT
359638513,3,SOCIAL_GATHERING
361888419,3,DINNER
361450338,7,FAMILY_EVENT
361348733,6,FAMILY_EVENT
358957573,6,FAMILY_EVENT
359410484,2,UNK
360371975,4,UNKNOWN
361772532,5,DINNER
359638300,1,NOT_1
360141579,3,AFTER_WORK
361750969,4,DINNER
362419617,4,SOCIAL_GATHERING
359963613,5,LUNCH
360972375,8,FAMILY_EVENT
358948020,7,FAMILY_EVENT
359650951,3,LUNCH
361498723,4,LUNCH
360141944,4,SOCIAL_GATHERING
363829265,9,DINNER
359705043,4,UNKNOWN
360026479,7,DINNER
358933029,4,LUNCH
362375843,2,DRINKING
358932752,10,LUNCH
361725823,12,UNKNOWN
358999401,8,FAMILY_EVENT
362741066,2,DRINKING
360403932,6,FAMILY_EVENT
360861426,8,FAMILY_EVENT
363750874,4,UNKNOWN
363737529,5,DINNER
360931000,12,FAMILY_EVENT
362374481,7,FAMILY_EVENT
361885989,4,SOCIAL_GATHERING
360020906,7,FAMILY_EVENT
361684088,6,FAMILY_EVENT
363395983,3,DINNER
361285910,6,FAMILY_EVENT
359638240,5,DINNER
361738786,8,FAMILY_EVENT
363827772,8,DINNER
361023451,1,NOT_1
359012085,7,FAMILY_EVENT
362692055,9,DINNER
361343852,4,FAMILY_EVENT
360828646,4,FAMILY_EVENT
360934513,5,DINNER
362742847,5,DINNER
360970717,5,DINNER
361838272,8,DINNER
360885580,4,DINNER
362645308,5,FAMILY_EVENT
360045755,5,DINNER
361286592,4,LUNCH
359705158,6,DRINKING
361887413,3,DINNER
362879978,8,LUNCH
360428809,5,FAMILY_EVENT
359116764,5,SOCIAL_GATHERING
359648577,1,NOT_1
362941586,7,DINNER
362636035,6,DINNER
361278169,8,LUNCH
363754593,7,FAMILY_EVENT
362939182,7,FAMILY_EVENT
360404793,7,FAMILY_EVENT
360403823,5,DINNER
360546565,9,FAMILY_EVENT
359410149,2,FANCY_DATE
361488039,7,DINNER
363318654,6,DINNER
361750617,14,FAMILY_EVENT
361676682,10,LUNCH
359644114,6,DINNER
359495128,5,DINNER
363297964,8,DINNER
359647588,4,SOCIAL_GATHERING
362246237,4,FAMILY_EVENT
361023466,6,FAMILY_EVENT
361348896,7,FAMILY_EVENT
362344384,2,NOT_2
362637169,7,FAMILY_EVENT
362751922,1,NOT_1
360345670,7,FAMILY_EVENT
360382975,9,FAMILY_EVENT
363433084,8,DINNER
360084210,5,SOCIAL_GATHERING
363430381,1,NOT_1
361749097,3,FAMILY_EVENT
361739856,5,FAMILY_EVENT
362375765,2,DRINKING
363016865,8,FAMILY_EVENT
362148805,5,FAMILY_EVENT
362644740,6,FAMILY_EVENT
363870604,1,NOT_1
360337835,5,LUNCH
361330265,5,SOCIAL_GATHERING
361666955,11,FAMILY_EVENT
363831499,7,FAMILY_EVENT
361753997,7,FAMILY_EVENT
363261498,4,UNKNOWN
362739017,2,DRINKING
363934117,1,NOT_1
360025864,6,DINNER
359464797,13,FAMILY_EVENT
362927738,5,FAMILY_EVENT
360547083,5,FAMILY_EVENT
363870537,4,UNKNOWN
361492136,7,DINNER
360970741,7,DINNER
359639039,10,DINNER
364374172,4,SOCIAL_GATHERING
362226691,1,NOT_1
361330025,6,DINNER
358969672,6,FAMILY_EVENT
360056803,7,FAMILY_EVENT
361382875,5,DINNER
363678653,5,FAMILY_EVENT
359455928,5,FAMILY_EVENT
361753570,8,DINNER
359493196,5,DINNER
363430749,7,DINNER
359638387,3,DINNER
363691799,7,DINNER
361753310,1,NOT_1
361885738,8,FAMILY_EVENT
360403929,5,FAMILY_EVENT
361486697,6,DINNER
362747500,5,LUNCH
360899927,8,DINNER
360024922,4,FAMILY_EVENT
360001918,7,FAMILY_EVENT
361419633,5,FAMILY_EVENT
362211617,5,DINNER
362346942,7,DRINKING
360500512,3,SOCIAL_GATHERING
362085108,13,BREAKFAST
360791103,4,SOCIAL_GATHERING
360885568,8,FAMILY_EVENT
360846358,7,FAMILY_EVENT
362370787,3,AFTER_WORK
360404981,13,DINNER
359433586,10,FAMILY_EVENT
359465148,7,FAMILY_EVENT
360832280,4,AFTER_WORK
363299987,5,FAMILY_EVENT
359642196,5,DRINKING
359080914,7,FAMILY_EVENT
358913316,8,FAMILY_EVENT
358973400,5,SOCIAL_GATHERING
360027741,9,FAMILY_EVENT
361278749,8,FAMILY_EVENT
360860840,6,FAMILY_EVENT
359530461,2,MALES_ONLY
362201013,4,DINNER
362278105,10,DINNER
359451680,6,FAMILY_EVENT
360862598,6,FAMILY_EVENT
361021189,5,SOCIAL_GATHERING
359471170,6,FAMILY_EVENT
361368394,5,SOCIAL_GATHERING
361703814,4,FAMILY_EVENT
360088216,5,DINNER
362743129,1,DRINKING
362609285,6,LUNCH
361418322,7,FAMILY_EVENT
360358599,7,FAMILY_EVENT
358960147,4,SOCIAL_GATHERING
361316700,7,DINNER
361378097,7,FAMILY_EVENT
360384359,4,FAMILY_EVENT
361561682,1,NOT_1
362604653,6,LUNCH
362742080,1,DRINKING
363709799,3,DINNER
360861331,5,FAMILY_EVENT
363640534,4,SOCIAL_GATHERING
363644189,13,LUNCH
362197629,4,FAMILY_EVENT
362940892,5,FAMILY_EVENT
359647464,6,DRINKING
359973020,6,FAMILY_EVENT
363794608,5,FAMILY_EVENT
359063367,7,FAMILY_EVENT
359438053,8,FAMILY_EVENT
359978292,10,LUNCH
359495126,8,FAMILY_EVENT
362213464,5,DINNER
359116812,6,FAMILY_EVENT
360847720,6,FAMILY_EVENT
362878579,7,FAMILY_EVENT
360534148,2,DRINKING
360898161,8,FAMILY_EVENT
362670530,5,FAMILY_EVENT
362691743,5,DINNER
361494696,3,UNKNOWN
362215301,5,FAMILY_EVENT
363692931,5,DINNER
361685365,6,LUNCH
361686866,11,FAMILY_EVENT
361891992,4,FAMILY_EVENT
361737832,8,DINNER
360859540,6,FAMILY_EVENT
361716223,4,FAMILY_EVENT
361025088,6,FAMILY_EVENT
360862537,6,FAMILY_EVENT
361683389,10,FAMILY_EVENT
359456384,3,FAMILY_EVENT
362693505,8,FAMILY_EVENT
360847339,7,DINNER
363827319,5,DINNER
359566277,6,DRINKING
362361629,4,DINNER
362375842,3,FAMILY_EVENT
363424469,2,DRINKING
360088503,5,DINNER
361040859,1,NOT_1
361277080,8,FAMILY_EVENT
362365440,2,DRINKING
361451579,4,DINNER
360896522,2,DRINKING
361493510,3,DINNER
359643942,2,DRINKING
361304997,7,FAMILY_EVENT
361865025,2,DRINKING
362644967,7,FAMILY_EVENT
361499507,6,FAMILY_EVENT
359473292,5,DINNER
362638060,4,FAMILY_EVENT
363694035,5,FAMILY_EVENT
360048922,7,FAMILY_EVENT
360155146,5,DRINKING
363748177,6,FAMILY_EVENT
361350566,5,FAMILY_EVENT
362442163,2,DRINKING
360789274,9,LUNCH
363043082,1,DRINKING
362187250,9,FAMILY_EVENT
360182008,1,NOT_1
360831392,6,FAMILY_EVENT
363872853,1,DRINKING
363367483,7,DINNER
362742593,1,NOT_1
361318004,4,FAMILY_EVENT
361496133,2,DRINKING
361739847,4,DINNER
358999591,4,DINNER
363422975,1,NOT_1
362346562,5,SOCIAL_GATHERING
362346927,4,DINNER
360383313,6,DINNER
359550861,2,DRINKING
359418014,4,LUNCH
361316003,6,FAMILY_EVENT
361715104,4,FAMILY_EVENT
361370673,4,FAMILY_EVENT
362346477,7,DINNER
359123048,1,NOT_1
362939273,7,FAMILY_EVENT
